,Commune_Code_INSEE,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,total_tax_per_city,total_tax_per_city_lag1,mean,median,min,max,mean_distance_to_10_nearest,to_be_predicted,predicted,Prophet
1180,92048,379.0,2118038.0,7706.0,ificom-2020.xlsx,2020,2920574.0,,,,,,3.6382712978129375,False,False,
1181,92048,412.0,2105975.0,7404.0,ificom-2021.xlsx,2021,3050448.0,2920574.0,2920574.0,2920574.0,2920574.0,2920574.0,3.6382712978129375,False,False,
1182,92048,467.0,2116213.0,7413.0,ificom-2022.xlsx,2022,3461871.0,3050448.0,2985511.0,2985511.0,2920574.0,3050448.0,3.6382712978129375,False,False,
1183,92048,,,,,2023,3512311.5,3461871.0,3144297.6666666665,3050448.0,2920574.0,3461871.0,,False,True,
1184,92048,,,,,2024,3469772.25,3512311.5,3236301.125,3256159.5,2920574.0,3512311.5,,False,True,
1185,92048,,,,,2025,3490368.75,3469772.25,3282995.35,3461871.0,2920574.0,3512311.5,,False,True,
1186,92048,,,,,2026,3497132.0,3490368.75,3317557.5833333335,3465821.625,2920574.0,3512311.5,,False,True,
1614,92048,,,,,2027,3497132.0,3497132.0,3343211.0714285714,3469772.25,2920574.0,3512311.5,,False,True,
1187,92049,198.0,2143076.0,9341.0,ificom-2020.xlsx,2020,1849518.0,,,,,,2.903364576933005,False,False,
1188,92049,221.0,2166077.0,9359.0,ificom-2021.xlsx,2021,2068339.0,1849518.0,1849518.0,1849518.0,1849518.0,1849518.0,2.903364576933005,False,False,
1189,92049,246.0,2152624.0,9205.0,ificom-2022.xlsx,2022,2264430.0,2068339.0,1958928.5,1958928.5,1849518.0,2068339.0,2.903364576933005,False,False,
1190,92049,,,,,2023,2362987.25,2264430.0,2060762.3333333333,2068339.0,1849518.0,2264430.0,,False,True,
1191,92049,,,,,2024,2308974.5,2362987.25,2136318.5625,2166384.5,1849518.0,2362987.25,,False,True,
1192,92049,,,,,2025,2271448.75,2308974.5,2170849.75,2264430.0,1849518.0,2362987.25,,False,True,
1193,92049,,,,,2026,2302665.25,2271448.75,2187616.25,2267939.375,1849518.0,2362987.25,,False,True,
1615,92049,,,,,2027,2267411.25,2302665.25,2204051.8214285714,2271448.75,1849518.0,2362987.25,,False,True,
1194,92050,98.0,2119191.0,8468.0,ificom-2020.xlsx,2020,829864.0,,,,,,3.916976419441153,False,False,
1195,92050,100.0,2084585.0,8144.0,ificom-2021.xlsx,2021,814400.0,829864.0,829864.0,829864.0,829864.0,829864.0,3.916976419441153,False,False,
1196,92050,110.0,2167359.0,8826.0,ificom-2022.xlsx,2022,970860.0,814400.0,822132.0,822132.0,814400.0,829864.0,3.916976419441153,False,False,
1197,92050,,,,,2023,1030634.5625,970860.0,871708.0,829864.0,814400.0,970860.0,,False,True,
1198,92050,,,,,2024,1058846.5,1030634.5625,911439.640625,900362.0,814400.0,1030634.5625,,False,True,
1199,92050,,,,,2025,1115071.25,1058846.5,940921.0125,970860.0,814400.0,1058846.5,,False,True,
1200,92050,,,,,2026,1181656.75,1115071.25,969946.0520833334,1000747.28125,814400.0,1115071.25,,False,True,
1616,92050,,,,,2027,1236967.125,1181656.75,1000190.4375,1030634.5625,814400.0,1181656.75,,False,True,
1201,92051,3566.0,2871078.0,14225.0,ificom-2020.xlsx,2020,50726350.0,,,,,,2.8424867052622433,False,False,
1202,92051,3713.0,2863305.0,13507.0,ificom-2021.xlsx,2021,50151491.0,50726350.0,50726350.0,50726350.0,50726350.0,50726350.0,2.8424867052622433,False,False,
1203,92051,3857.0,2898055.0,13881.0,ificom-2022.xlsx,2022,53539017.0,50151491.0,50438920.5,50438920.5,50151491.0,50726350.0,2.8424867052622433,False,False,
1204,92051,,,,,2023,61448385.47420008,53539017.0,51472286.0,50726350.0,50151491.0,53539017.0,,False,True,True
1205,92051,,,,,2024,65154347.349947944,61448385.47420008,39942566.75,50438920.5,5353409.0,53539017.0,,False,True,True
1206,92051,,,,,2025,63941139.99678796,65154347.349947944,33024735.2,50151491.0,5353409.0,53539017.0,,False,True,True
1207,92051,,,,,2026,67512806.15463872,63941139.99678796,28412847.5,27752450.0,5353409.0,53539017.0,,False,True,True
1617,92051,,,,,2027,71148316.57664214,67512806.15463872,25118642.0,5353409.0,5353409.0,53539017.0,,False,True,True
1208,92060,70.0,2154687.0,7935.0,ificom-2020.xlsx,2020,555450.0,,,,,,3.292521179911121,False,False,
1209,92060,71.0,2219919.0,8732.0,ificom-2021.xlsx,2021,619972.0,555450.0,555450.0,555450.0,555450.0,555450.0,3.292521179911121,False,False,
1210,92060,75.0,2201628.0,8423.0,ificom-2022.xlsx,2022,631725.0,619972.0,587711.0,587711.0,555450.0,619972.0,3.292521179911121,False,False,
1211,92060,,,,,2023,680385.9375,631725.0,602382.3333333334,619972.0,555450.0,631725.0,,False,True,
1212,92060,,,,,2024,731310.9375,680385.9375,621883.234375,625848.5,555450.0,680385.9375,,False,True,
1213,92060,,,,,2025,754637.9375,731310.9375,643768.775,631725.0,555450.0,731310.9375,,False,True,
1214,92060,,,,,2026,783902.1875,754637.9375,662246.96875,656055.46875,555450.0,754637.9375,,False,True,
1618,92060,,,,,2027,838877.0625,783902.1875,679626.2857142857,680385.9375,555450.0,783902.1875,,False,True,
1215,92062,134.0,2121506.0,8477.0,ificom-2020.xlsx,2020,1135918.0,,,,,,3.1587647134016112,False,False,
1216,92062,143.0,2128067.0,8470.0,ificom-2021.xlsx,2021,1211210.0,1135918.0,1135918.0,1135918.0,1135918.0,1135918.0,3.1587647134016112,False,False,
1217,92062,160.0,2236466.0,9574.0,ificom-2022.xlsx,2022,1531840.0,1211210.0,1173564.0,1173564.0,1135918.0,1211210.0,3.1587647134016112,False,False,
1218,92062,,,,,2023,1427866.625,1531840.0,1292989.3333333333,1211210.0,1135918.0,1531840.0,,False,True,
1219,92062,,,,,2024,1437387.25,1427866.625,1326708.65625,1319538.3125,1135918.0,1531840.0,,False,True,
1220,92062,,,,,2025,1466840.625,1437387.25,1348844.375,1427866.625,1135918.0,1531840.0,,False,True,
1221,92062,,,,,2026,1469191.25,1466840.625,1368510.4166666667,1432626.9375,1135918.0,1531840.0,,False,True,
1619,92062,,,,,2027,1456131.75,1469191.25,1382893.392857143,1437387.25,1135918.0,1531840.0,,False,True,
1222,92063,666.0,2145313.0,7956.0,ificom-2020.xlsx,2020,5298696.0,,,,,,4.639118307795917,False,False,
1223,92063,734.0,2193654.0,8267.0,ificom-2021.xlsx,2021,6067978.0,5298696.0,5298696.0,5298696.0,5298696.0,5298696.0,4.639118307795917,False,False,
1224,92063,808.0,2244483.0,8509.0,ificom-2022.xlsx,2022,6875272.0,6067978.0,5683337.0,5683337.0,5298696.0,6067978.0,4.639118307795917,False,False,
1225,92063,,,,,2023,7611678.8509483505,6875272.0,6080648.666666667,6067978.0,5298696.0,6875272.0,,False,True,True
1226,92063,,,,,2024,8368711.223346379,7611678.8509483505,5898838.75,5710693.5,5298696.0,6875272.0,,False,True,True
1227,92063,,,,,2025,9238345.79687696,8368711.223346379,5789752.8,5353409.0,5298696.0,6875272.0,,False,True,True
1228,92063,,,,,2026,10009072.665431118,9238345.79687696,5717028.833333333,5353409.0,5298696.0,6875272.0,,False,True,True
1620,92063,,,,,2027,10772594.210664397,10009072.665431118,5665083.142857143,5353409.0,5298696.0,6875272.0,,False,True,True
1229,92064,625.0,2421389.0,10363.0,ificom-2020.xlsx,2020,6476875.0,,,,,,3.9616828043726793,False,False,
1230,92064,659.0,2414712.0,10438.0,ificom-2021.xlsx,2021,6878642.0,6476875.0,6476875.0,6476875.0,6476875.0,6476875.0,3.9616828043726793,False,False,
1231,92064,710.0,2444826.0,10728.0,ificom-2022.xlsx,2022,7616880.0,6878642.0,6677758.5,6677758.5,6476875.0,6878642.0,3.9616828043726793,False,False,
1232,92064,,,,,2023,8946704.892216014,7616880.0,6990799.0,6878642.0,6476875.0,7616880.0,,False,True,True
1233,92064,,,,,2024,9823599.458874786,8946704.892216014,6581451.5,6677758.5,5353409.0,7616880.0,,False,True,True
1234,92064,,,,,2025,9947695.459237596,9823599.458874786,6335843.0,6476875.0,5353409.0,7616880.0,,False,True,True
1235,92064,,,,,2026,10770304.924712304,9947695.459237596,6172104.0,5915142.0,5353409.0,7616880.0,,False,True,True
1621,92064,,,,,2027,11619101.402522236,10770304.924712304,6055147.571428572,5353409.0,5353409.0,7616880.0,,False,True,True
1236,92071,403.0,2240038.0,8937.0,ificom-2022.xlsx,2022,3601611.0,,,,,,2.8625050976488993,False,False,
1237,92071,,,,,2023,3907657.5,3601611.0,3601611.0,3601611.0,3601611.0,3601611.0,,False,True,
1238,92071,,,,,2024,4152730.75,3907657.5,3754634.25,3754634.25,3601611.0,3907657.5,,False,True,
1239,92071,,,,,2025,4422134.0,4152730.75,3887333.0833333335,3907657.5,3601611.0,4152730.75,,False,True,
1240,92071,,,,,2026,4549403.5,4422134.0,4021033.3125,4030194.125,3601611.0,4422134.0,,False,True,
1622,92071,,,,,2027,4740228.0,4549403.5,4126707.35,4152730.75,3601611.0,4549403.5,,False,True,
1241,92072,261.0,2091828.0,7787.0,ificom-2020.xlsx,2020,2032407.0,,,,,,4.027162060389772,False,False,
1242,92072,298.0,2068322.0,7585.0,ificom-2021.xlsx,2021,2260330.0,2032407.0,2032407.0,2032407.0,2032407.0,2032407.0,4.027162060389772,False,False,
1243,92072,333.0,2134555.0,8225.0,ificom-2022.xlsx,2022,2738925.0,2260330.0,2146368.5,2146368.5,2032407.0,2260330.0,4.027162060389772,False,False,
1244,92072,,,,,2023,2646321.5,2738925.0,2343887.3333333335,2260330.0,2032407.0,2738925.0,,False,True,
1245,92072,,,,,2024,2677788.25,2646321.5,2419495.875,2453325.75,2032407.0,2738925.0,,False,True,
1246,92072,,,,,2025,2677788.25,2677788.25,2471154.35,2646321.5,2032407.0,2738925.0,,False,True,
1247,92072,,,,,2026,2677788.25,2677788.25,2505593.3333333335,2662054.875,2032407.0,2738925.0,,False,True,
1623,92072,,,,,2027,2685301.0,2677788.25,2530192.6071428573,2677788.25,2032407.0,2738925.0,,False,True,
1248,92073,262.0,2034503.0,7113.0,ificom-2020.xlsx,2020,1863606.0,,,,,,3.6443014416762503,False,False,
1249,92073,290.0,2057632.0,7451.0,ificom-2021.xlsx,2021,2160790.0,1863606.0,1863606.0,1863606.0,1863606.0,1863606.0,3.6443014416762503,False,False,
1250,92073,325.0,2104393.0,7773.0,ificom-2022.xlsx,2022,2526225.0,2160790.0,2012198.0,2012198.0,1863606.0,2160790.0,3.6443014416762503,False,False,
1251,92073,,,,,2023,2496923.75,2526225.0,2183540.3333333335,2160790.0,1863606.0,2526225.0,,False,True,
1252,92073,,,,,2024,2533462.5,2496923.75,2261886.1875,2328856.875,1863606.0,2526225.0,,False,True,
1253,92073,,,,,2025,2603538.0,2533462.5,2316201.45,2496923.75,1863606.0,2533462.5,,False,True,
1254,92073,,,,,2026,2657912.25,2603538.0,2364090.875,2511574.375,1863606.0,2603538.0,,False,True,
1624,92073,,,,,2027,2671350.25,2657912.25,2406065.3571428573,2526225.0,1863606.0,2657912.25,,False,True,
1255,92075,148.0,2025535.9999999998,7491.0,ificom-2020.xlsx,2020,1108668.0,,,,,,2.7327323133963755,False,False,
1256,92075,153.0,2070197.0,7700.0,ificom-2021.xlsx,2021,1178100.0,1108668.0,1108668.0,1108668.0,1108668.0,1108668.0,2.7327323133963755,False,False,
1257,92075,170.0,2124748.0,8415.0,ificom-2022.xlsx,2022,1430550.0,1178100.0,1143384.0,1143384.0,1108668.0,1178100.0,2.7327323133963755,False,False,
1258,92075,,,,,2023,1444551.75,1430550.0,1239106.0,1178100.0,1108668.0,1430550.0,,False,True,
1259,92075,,,,,2024,1449228.875,1444551.75,1290467.4375,1304325.0,1108668.0,1444551.75,,False,True,
1260,92075,,,,,2025,1446760.5,1449228.875,1322219.725,1430550.0,1108668.0,1449228.875,,False,True,
1261,92075,,,,,2026,1478682.125,1446760.5,1342976.5208333333,1437550.875,1108668.0,1449228.875,,False,True,
1625,92075,,,,,2027,1473290.125,1478682.125,1362363.0357142857,1444551.75,1108668.0,1478682.125,,False,True,
1262,93005,53.0,2137777.0,8586.0,ificom-2021.xlsx,2021,455058.0,,,,,,10.534636555135373,False,False,
1263,93005,52.0,2117325.0,8186.0,ificom-2022.xlsx,2022,425672.0,455058.0,455058.0,455058.0,455058.0,455058.0,10.534636555135373,False,False,
1264,93005,,,,,2023,520633.0,425672.0,440365.0,440365.0,425672.0,455058.0,,False,True,
1265,93005,,,,,2024,569051.875,520633.0,467121.0,455058.0,425672.0,520633.0,,False,True,
1266,93005,,,,,2025,639403.0625,569051.875,492603.71875,487845.5,425672.0,569051.875,,False,True,
1267,93005,,,,,2026,645518.5625,639403.0625,521963.5875,520633.0,425672.0,639403.0625,,False,True,
1626,93005,,,,,2027,660592.75,645518.5625,542556.0833333334,544842.4375,425672.0,645518.5625,,False,True,
1268,93045,51.0,2027136.0,7320.0,ificom-2020.xlsx,2020,373320.0,,,,,,4.007123978608954,False,False,
1269,93045,53.0,1939892.0,6790.0,ificom-2021.xlsx,2021,359870.0,373320.0,373320.0,373320.0,373320.0,373320.0,4.007123978608954,False,False,
1270,93045,58.0,2470766.0,13988.0,ificom-2022.xlsx,2022,811304.0,359870.0,366595.0,366595.0,359870.0,373320.0,4.007123978608954,False,False,
1271,93045,,,,,2023,735651.25,811304.0,514831.3333333333,373320.0,359870.0,811304.0,,False,True,
1272,93045,,,,,2024,743847.6875,735651.25,570036.3125,554485.625,359870.0,811304.0,,False,True,
1273,93045,,,,,2025,768315.1875,743847.6875,604798.5875,735651.25,359870.0,811304.0,,False,True,
1274,93045,,,,,2026,823761.0,768315.1875,632051.3541666666,739749.46875,359870.0,811304.0,,False,True,
1627,93045,,,,,2027,852163.0625,823761.0,659438.4464285715,743847.6875,359870.0,823761.0,,False,True,
1275,93048,102.0,1958129.0,7102.0,ificom-2020.xlsx,2020,724404.0,,,,,,3.624243908183223,False,False,
1276,93048,115.0,2006194.0,7331.0,ificom-2021.xlsx,2021,843065.0,724404.0,724404.0,724404.0,724404.0,724404.0,3.624243908183223,False,False,
1277,93048,134.0,1966861.0,7117.0,ificom-2022.xlsx,2022,953678.0,843065.0,783734.5,783734.5,724404.0,843065.0,3.624243908183223,False,False,
1278,93048,,,,,2023,1036748.4375,953678.0,840382.3333333334,843065.0,724404.0,953678.0,,False,True,
1279,93048,,,,,2024,1084547.75,1036748.4375,889473.859375,898371.5,724404.0,1036748.4375,,False,True,
1280,93048,,,,,2025,1167186.0,1084547.75,928488.6375,953678.0,724404.0,1084547.75,,False,True,
1281,93048,,,,,2026,1244267.5,1167186.0,968271.53125,995213.21875,724404.0,1167186.0,,False,True,
1628,93048,,,,,2027,1271336.5,1244267.5,1007699.5267857143,1036748.4375,724404.0,1244267.5,,False,True,
1282,93051,60.0,2355900.0,10328.0,ificom-2020.xlsx,2020,619680.0,,,,,,7.114435729146921,False,False,
1283,93051,60.0,2322390.0,10276.0,ificom-2021.xlsx,2021,616560.0,619680.0,619680.0,619680.0,619680.0,619680.0,7.114435729146921,False,False,
1284,93051,64.0,2351088.0,9794.0,ificom-2022.xlsx,2022,626816.0,616560.0,618120.0,618120.0,616560.0,619680.0,7.114435729146921,False,False,
1285,93051,,,,,2023,700639.6875,626816.0,621018.6666666666,619680.0,616560.0,626816.0,,False,True,
1286,93051,,,,,2024,755538.1875,700639.6875,640923.921875,623248.0,616560.0,700639.6875,,False,True,
1287,93051,,,,,2025,782891.5,755538.1875,663846.775,626816.0,616560.0,755538.1875,,False,True,
1288,93051,,,,,2026,844365.9375,782891.5,683687.5625,663727.84375,616560.0,782891.5,,False,True,
1629,93051,,,,,2027,915451.0,844365.9375,706641.6160714285,700639.6875,616560.0,844365.9375,,False,True,
1289,93077,53.0,2384303.0,11006.0,ificom-2020.xlsx,2020,583318.0,,,,,,6.2488795315376136,False,False,
1290,93077,53.0,2305022.0,9791.0,ificom-2021.xlsx,2021,518923.0,583318.0,583318.0,583318.0,583318.0,583318.0,6.2488795315376136,False,False,
1291,93077,,,,,2022,632630.6875,518923.0,551120.5,551120.5,518923.0,583318.0,,False,True,
1292,93077,,,,,2023,660328.5,632630.6875,578290.5625,583318.0,518923.0,632630.6875,,False,True,
1293,93077,,,,,2024,700998.875,660328.5,598800.046875,607974.34375,518923.0,660328.5,,False,True,
1294,93077,,,,,2025,725745.0625,700998.875,619239.8125,632630.6875,518923.0,700998.875,,False,True,
1630,93077,,,,,2026,751598.125,725745.0625,636990.6875,646479.59375,518923.0,725745.0625,,False,True,
1295,94016,51.0,1982763.0,6764.0,ificom-2020.xlsx,2020,344964.0,,,,,,3.0802305178156444,False,False,
1296,94016,60.0,2015517.0,7102.0,ificom-2021.xlsx,2021,426120.0,344964.0,344964.0,344964.0,344964.0,344964.0,3.0802305178156444,False,False,
1297,94016,61.0,2048501.0,7170.0,ificom-2022.xlsx,2022,437370.0,426120.0,385542.0,385542.0,344964.0,426120.0,3.0802305178156444,False,False,
1298,94016,,,,,2023,501675.625,437370.0,402818.0,426120.0,344964.0,437370.0,,False,True,
1299,94016,,,,,2024,552730.3125,501675.625,427532.40625,431745.0,344964.0,501675.625,,False,True,
1300,94016,,,,,2025,596798.25,552730.3125,452571.9875,437370.0,344964.0,552730.3125,,False,True,
1301,94016,,,,,2026,620546.25,596798.25,476609.6979166667,469522.8125,344964.0,596798.25,,False,True,
1631,94016,,,,,2027,630547.625,620546.25,497172.0625,501675.625,344964.0,620546.25,,False,True,
1302,94017,62.0,2106021.0,8677.0,ificom-2020.xlsx,2020,537974.0,,,,,,4.947776596706231,False,False,
1303,94017,70.0,2128889.0,8654.0,ificom-2021.xlsx,2021,605780.0,537974.0,537974.0,537974.0,537974.0,537974.0,4.947776596706231,False,False,
1304,94017,76.0,2167405.0,8917.0,ificom-2022.xlsx,2022,677692.0,605780.0,571877.0,571877.0,537974.0,605780.0,4.947776596706231,False,False,
1305,94017,,,,,2023,707006.5625,677692.0,607148.6666666666,605780.0,537974.0,677692.0,,False,True,
1306,94017,,,,,2024,740509.9375,707006.5625,632113.140625,641736.0,537974.0,707006.5625,,False,True,
1307,94017,,,,,2025,774362.8125,740509.9375,653792.5,677692.0,537974.0,740509.9375,,False,True,
1308,94017,,,,,2026,824403.4375,774362.8125,673887.5520833334,692349.28125,537974.0,774362.8125,,False,True,
1632,94017,,,,,2027,858451.375,824403.4375,695389.8214285715,707006.5625,537974.0,824403.4375,,False,True,
1309,94018,211.0,2127032.0,8118.0,ificom-2020.xlsx,2020,1712898.0,,,,,,3.6513123666213296,False,False,
1310,94018,228.0,2152178.0,8343.0,ificom-2021.xlsx,2021,1902204.0,1712898.0,1712898.0,1712898.0,1712898.0,1712898.0,3.6513123666213296,False,False,
1311,94018,245.0,2176289.0,8415.0,ificom-2022.xlsx,2022,2061675.0,1902204.0,1807551.0,1807551.0,1712898.0,1902204.0,3.6513123666213296,False,False,
1312,94018,,,,,2023,2144483.5,2061675.0,1892259.0,1902204.0,1712898.0,2061675.0,,False,True,
1313,94018,,,,,2024,2179194.5,2144483.5,1955315.125,1981939.5,1712898.0,2144483.5,,False,True,
1314,94018,,,,,2025,2203203.75,2179194.5,2000091.0,2061675.0,1712898.0,2179194.5,,False,True,
1315,94018,,,,,2026,2218461.25,2203203.75,2033943.125,2103079.25,1712898.0,2203203.75,,False,True,
1633,94018,,,,,2027,2323598.75,2218461.25,2060302.857142857,2144483.5,1712898.0,2218461.25,,False,True,
1316,94028,78.0,1986890.0,7120.0,ificom-2020.xlsx,2020,555360.0,,,,,,5.46231217788148,False,False,
1317,94028,73.0,2051952.0,7768.0,ificom-2021.xlsx,2021,567064.0,555360.0,555360.0,555360.0,555360.0,555360.0,5.46231217788148,False,False,
1318,94028,81.0,2066568.0,7757.0,ificom-2022.xlsx,2022,628317.0,567064.0,561212.0,561212.0,555360.0,567064.0,5.46231217788148,False,False,
1319,94028,,,,,2023,669867.875,628317.0,583580.3333333334,567064.0,555360.0,628317.0,,False,True,
1320,94028,,,,,2024,710538.25,669867.875,605152.21875,597690.5,555360.0,669867.875,,False,True,
1321,94028,,,,,2025,754637.9375,710538.25,626229.425,628317.0,555360.0,710538.25,,False,True,
1322,94028,,,,,2026,783902.1875,754637.9375,647630.84375,649092.4375,555360.0,754637.9375,,False,True,
1634,94028,,,,,2027,836967.25,783902.1875,667098.1785714285,669867.875,555360.0,783902.1875,,False,True,
1323,94033,270.0,2354795.0,9713.0,ificom-2020.xlsx,2020,2622510.0,,,,,,3.777393537645635,False,False,
1324,94033,275.0,2350111.0,9238.0,ificom-2021.xlsx,2021,2540450.0,2622510.0,2622510.0,2622510.0,2622510.0,2622510.0,3.777393537645635,False,False,
1325,94033,289.0,2464082.0,9964.0,ificom-2022.xlsx,2022,2879596.0,2540450.0,2581480.0,2581480.0,2540450.0,2622510.0,3.777393537645635,False,False,
1326,94033,,,,,2023,2921194.5,2879596.0,2680852.0,2622510.0,2540450.0,2879596.0,,False,True,
1327,94033,,,,,2024,3153484.25,2921194.5,2740937.625,2751053.0,2540450.0,2921194.5,,False,True,
1328,94033,,,,,2025,3313522.25,3153484.25,2823446.95,2879596.0,2540450.0,3153484.25,,False,True,
1329,94033,,,,,2026,3268148.75,3313522.25,2905126.1666666665,2900395.25,2540450.0,3313522.25,,False,True,
1635,94033,,,,,2027,3266661.5,3268148.75,2956986.535714286,2921194.5,2540450.0,3313522.25,,False,True,
1330,94038,57.0,1985493.0,7559.0,ificom-2020.xlsx,2020,430863.0,,,,,,3.6056129333065265,False,False,
1331,94038,61.0,1966281.0,7305.0,ificom-2021.xlsx,2021,445605.0,430863.0,430863.0,430863.0,430863.0,430863.0,3.6056129333065265,False,False,
1332,94038,64.0,1952700.0,7438.0,ificom-2022.xlsx,2022,476032.0,445605.0,438234.0,438234.0,430863.0,445605.0,3.6056129333065265,False,False,
1333,94038,,,,,2023,557557.25,476032.0,450833.3333333333,445605.0,430863.0,476032.0,,False,True,
1334,94038,,,,,2024,623833.1875,557557.25,477514.3125,460818.5,430863.0,557557.25,,False,True,
1335,94038,,,,,2025,642838.0625,623833.1875,506778.0875,476032.0,430863.0,623833.1875,,False,True,
1336,94038,,,,,2026,639918.75,642838.0625,529454.75,516794.625,430863.0,642838.0625,,False,True,
1636,94038,,,,,2027,660592.75,639918.75,545235.3214285715,557557.25,430863.0,642838.0625,,False,True,
1337,94046,118.0,2113140.0,8178.000000000001,ificom-2020.xlsx,2020,965004.0000000001,,,,,,4.206752420822638,False,False,
1338,94046,126.0,2146757.0,8447.0,ificom-2021.xlsx,2021,1064322.0,965004.0000000001,965004.0000000001,965004.0000000001,965004.0000000001,965004.0000000001,4.206752420822638,False,False,
1339,94046,136.0,2163052.0,8631.0,ificom-2022.xlsx,2022,1173816.0,1064322.0,1014663.0,1014663.0,965004.0000000001,1064322.0,4.206752420822638,False,False,
1340,94046,,,,,2023,1310612.75,1173816.0,1067714.0,1064322.0,965004.0000000001,1173816.0,,False,True,
1341,94046,,,,,2024,1345321.375,1310612.75,1128438.6875,1119069.0,965004.0000000001,1310612.75,,False,True,
1342,94046,,,,,2025,1420586.875,1345321.375,1171815.225,1173816.0,965004.0000000001,1345321.375,,False,True,
1343,94046,,,,,2026,1415097.0,1420586.875,1213277.1666666667,1242214.375,965004.0000000001,1420586.875,,False,True,
1637,94046,,,,,2027,1420050.875,1415097.0,1242108.5714285714,1310612.75,965004.0000000001,1420586.875,,False,True,
1344,94052,314.0,2845109.0,8549.0,ificom-2020.xlsx,2020,2684386.0,,,,,,3.7782211113858906,False,False,
1345,94052,313.0,2945152.0,9252.0,ificom-2021.xlsx,2021,2895876.0,2684386.0,2684386.0,2684386.0,2684386.0,2684386.0,3.7782211113858906,False,False,
1346,94052,338.0,2877186.0,9524.0,ificom-2022.xlsx,2022,3219112.0,2895876.0,2790131.0,2790131.0,2684386.0,2895876.0,3.7782211113858906,False,False,
1347,94052,,,,,2023,3296863.25,3219112.0,2933124.6666666665,2895876.0,2684386.0,3219112.0,,False,True,
1348,94052,,,,,2024,3385166.25,3296863.25,3024059.3125,3057494.0,2684386.0,3296863.25,,False,True,
1349,94052,,,,,2025,3557422.0,3385166.25,3096280.7,3219112.0,2684386.0,3385166.25,,False,True,
1350,94052,,,,,2026,3546705.0,3557422.0,3173137.5833333335,3257987.625,2684386.0,3557422.0,,False,True,
1638,94052,,,,,2027,3567593.75,3546705.0,3226504.3571428573,3296863.25,2684386.0,3557422.0,,False,True,
1351,94058,173.0,2113725.0,7758.0,ificom-2020.xlsx,2020,1342134.0,,,,,,4.320110959117112,False,False,
1352,94058,195.0,2162983.0,8636.0,ificom-2021.xlsx,2021,1684020.0,1342134.0,1342134.0,1342134.0,1342134.0,1342134.0,4.320110959117112,False,False,
1353,94058,203.0,2158288.0,8492.0,ificom-2022.xlsx,2022,1723876.0,1684020.0,1513077.0,1513077.0,1342134.0,1684020.0,4.320110959117112,False,False,
1354,94058,,,,,2023,1761431.625,1723876.0,1583343.3333333333,1684020.0,1342134.0,1723876.0,,False,True,
1355,94058,,,,,2024,1728688.875,1761431.625,1627865.40625,1703948.0,1342134.0,1761431.625,,False,True,
1356,94058,,,,,2025,1763267.375,1728688.875,1648030.1,1723876.0,1342134.0,1761431.625,,False,True,
1357,94058,,,,,2026,1763267.375,1763267.375,1667236.3125,1726282.4375,1342134.0,1763267.375,,False,True,
1639,94058,,,,,2027,1763267.375,1763267.375,1680955.0357142857,1728688.875,1342134.0,1763267.375,,False,True,
1358,94067,419.0,2495415.0,10864.0,ificom-2020.xlsx,2020,4552016.0,,,,,,3.113433322764937,False,False,
1359,94067,436.0,2466345.0,11091.0,ificom-2021.xlsx,2021,4835676.0,4552016.0,4552016.0,4552016.0,4552016.0,4552016.0,3.113433322764937,False,False,
1360,94067,455.0,2447837.0,10832.0,ificom-2022.xlsx,2022,4928560.0,4835676.0,4693846.0,4693846.0,4552016.0,4835676.0,3.113433322764937,False,False,
1361,94067,,,,,2023,5106992.5,4928560.0,4772084.0,4835676.0,4552016.0,4928560.0,,False,True,
1362,94067,,,,,2024,5106992.5,5106992.5,4855811.125,4882118.0,4552016.0,5106992.5,,False,True,
1363,94067,,,,,2025,5106992.5,5106992.5,4906047.4,4928560.0,4552016.0,5106992.5,,False,True,
1364,94067,,,,,2026,5106992.5,5106992.5,4939538.25,5017776.25,4552016.0,5106992.5,,False,True,
1640,94067,,,,,2027,5239996.5,5106992.5,4963460.285714285,5106992.5,4552016.0,5106992.5,,False,True,
1365,94068,668.0,2207442.0,8997.0,ificom-2020.xlsx,2020,6009996.0,,,,,,5.0066575059685245,False,False,
1366,94068,744.0,2226866.0,9098.0,ificom-2021.xlsx,2021,6768912.0,6009996.0,6009996.0,6009996.0,6009996.0,6009996.0,5.0066575059685245,False,False,
1367,94068,805.0,2249083.0,9264.0,ificom-2022.xlsx,2022,7457520.0,6768912.0,6389454.0,6389454.0,6009996.0,6768912.0,5.0066575059685245,False,False,
1368,94068,,,,,2023,7729744.109656818,7457520.0,6745476.0,6768912.0,6009996.0,7457520.0,,False,True,True
1369,94068,,,,,2024,8242394.264158035,7729744.109656818,6397459.25,6389454.0,5353409.0,7457520.0,,False,True,True
1370,94068,,,,,2025,9353495.9637443,8242394.264158035,6188649.2,6009996.0,5353409.0,7457520.0,,False,True,True
1371,94068,,,,,2026,9926888.048935432,9353495.9637443,6049442.5,5681702.5,5353409.0,7457520.0,,False,True,True
1641,94068,,,,,2027,10470132.753741829,9926888.048935432,5950009.142857143,5353409.0,5353409.0,7457520.0,,False,True,True
1372,94071,60.0,2043044.0,7684.0,ificom-2020.xlsx,2020,461040.0,,,,,,7.847452718717759,False,False,
