,Commune_Code_INSEE,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,total_tax_per_city,total_tax_per_city_lag1,mean,median,min,max,mean_distance_to_10_nearest,to_be_predicted,predicted,Prophet
919,79191,51.0,2266692.0,10292.0,ificom-2020.xlsx,2020,524892.0,,,,,,113.9824563458283,False,False,
920,79191,54.0,2211150.0,9419.0,ificom-2021.xlsx,2021,508626.0,524892.0,524892.0,524892.0,524892.0,524892.0,113.9824563458283,False,False,
921,79191,56.0,2119336.0,7370.0,ificom-2022.xlsx,2022,412720.0,508626.0,516759.0,516759.0,508626.0,524892.0,113.9824563458283,False,False,
922,79191,,,,,2023,553229.9375,412720.0,482079.3333333333,508626.0,412720.0,524892.0,,False,True,
923,79191,,,,,2024,622224.75,553229.9375,499866.984375,516759.0,412720.0,553229.9375,,False,True,
924,79191,,,,,2025,645518.5625,622224.75,524338.5375,524892.0,412720.0,622224.75,,False,True,
925,79191,,,,,2026,660592.75,645518.5625,544535.2083333334,539060.96875,412720.0,645518.5625,,False,True,
1576,79191,,,,,2027,687732.125,660592.75,561114.8571428572,553229.9375,412720.0,660592.75,,False,True,
926,80021,165.0,2106323.0,8044.000000000001,ificom-2020.xlsx,2020,1327260.0000000002,,,,,,88.09079469238162,False,False,
927,80021,167.0,2154557.0,8469.0,ificom-2021.xlsx,2021,1414323.0,1327260.0000000002,1327260.0000000002,1327260.0000000002,1327260.0000000002,1327260.0000000002,88.09079469238162,False,False,
928,80021,169.0,2190789.0,8679.0,ificom-2022.xlsx,2022,1466751.0,1414323.0,1370791.5,1370791.5,1327260.0000000002,1414323.0,88.09079469238162,False,False,
929,80021,,,,,2023,1528572.0,1466751.0,1402778.0,1414323.0,1327260.0000000002,1466751.0,,False,True,
930,80021,,,,,2024,1503413.75,1528572.0,1434226.5,1440537.0,1327260.0000000002,1528572.0,,False,True,
931,80021,,,,,2025,1500815.75,1503413.75,1448063.95,1466751.0,1327260.0000000002,1528572.0,,False,True,
932,80021,,,,,2026,1508389.375,1500815.75,1456855.9166666667,1483783.375,1327260.0000000002,1528572.0,,False,True,
1577,80021,,,,,2027,1503000.25,1508389.375,1464217.8392857143,1500815.75,1327260.0000000002,1528572.0,,False,True,
933,81004,62.0,1967843.0,6819.0,ificom-2020.xlsx,2020,422778.0,,,,,,112.01417460145504,False,False,
934,81004,65.0,2024403.0,7282.0,ificom-2021.xlsx,2021,473330.0,422778.0,422778.0,422778.0,422778.0,422778.0,112.01417460145504,False,False,
935,81004,65.0,2113080.0,8346.0,ificom-2022.xlsx,2022,542490.0,473330.0,448054.0,448054.0,422778.0,473330.0,112.01417460145504,False,False,
936,81004,,,,,2023,619910.9375,542490.0,479532.6666666667,473330.0,422778.0,542490.0,,False,True,
937,81004,,,,,2024,639918.75,619910.9375,514627.234375,507910.0,422778.0,619910.9375,,False,True,
938,81004,,,,,2025,660592.75,639918.75,539685.5375,542490.0,422778.0,639918.75,,False,True,
939,81004,,,,,2026,687732.125,660592.75,559836.7395833334,581200.46875,422778.0,660592.75,,False,True,
1578,81004,,,,,2027,693828.125,687732.125,578107.5089285715,619910.9375,422778.0,687732.125,,False,True,
940,82121,70.0,1970725.0,7169.0,ificom-2020.xlsx,2020,501830.0,,,,,,131.18582611943333,False,False,
941,82121,77.0,1976514.0,7066.0,ificom-2021.xlsx,2021,544082.0,501830.0,501830.0,501830.0,501830.0,501830.0,131.18582611943333,False,False,
942,82121,78.0,2114443.0,8140.0,ificom-2022.xlsx,2022,634920.0,544082.0,522956.0,522956.0,501830.0,544082.0,131.18582611943333,False,False,
943,82121,,,,,2023,660240.1875,634920.0,560277.3333333334,544082.0,501830.0,634920.0,,False,True,
944,82121,,,,,2024,690480.8125,660240.1875,585268.046875,589501.0,501830.0,660240.1875,,False,True,
945,82121,,,,,2025,707006.5625,690480.8125,606310.6,634920.0,501830.0,690480.8125,,False,True,
946,82121,,,,,2026,747009.5,707006.5625,623093.2604166666,647580.09375,501830.0,707006.5625,,False,True,
1579,82121,,,,,2027,751598.125,747009.5,640795.5803571428,660240.1875,501830.0,747009.5,,False,True,
947,83050,70.0,2166569.0,9748.0,ificom-2020.xlsx,2020,682360.0,,,,,,42.50395487046238,False,False,
948,83050,70.0,2053548.0,8133.0,ificom-2021.xlsx,2021,569310.0,682360.0,682360.0,682360.0,682360.0,682360.0,42.50395487046238,False,False,
949,83050,68.0,2060808.0,8589.0,ificom-2022.xlsx,2022,584052.0,569310.0,625835.0,625835.0,569310.0,682360.0,42.50395487046238,False,False,
950,83050,,,,,2023,689699.125,584052.0,611907.3333333334,584052.0,569310.0,682360.0,,False,True,
951,83050,,,,,2024,729236.1875,689699.125,631355.28125,633206.0,569310.0,689699.125,,False,True,
952,83050,,,,,2025,781827.4375,729236.1875,650931.4625,682360.0,569310.0,729236.1875,,False,True,
953,83050,,,,,2026,836802.375,781827.4375,672747.4583333334,686029.5625,569310.0,781827.4375,,False,True,
1580,83050,,,,,2027,900437.3125,836802.375,696183.875,689699.125,569310.0,836802.375,,False,True,
954,83061,144.0,2199691.0,8213.0,ificom-2020.xlsx,2020,1182672.0,,,,,,23.47671972158866,False,False,
955,83061,138.0,1993351.0,7522.0,ificom-2021.xlsx,2021,1038036.0,1182672.0,1182672.0,1182672.0,1182672.0,1182672.0,23.47671972158866,False,False,
956,83061,149.0,2068631.0,8196.0,ificom-2022.xlsx,2022,1221204.0,1038036.0,1110354.0,1110354.0,1038036.0,1182672.0,23.47671972158866,False,False,
957,83061,,,,,2023,1365211.625,1221204.0,1147304.0,1182672.0,1038036.0,1221204.0,,False,True,
958,83061,,,,,2024,1407732.375,1365211.625,1201780.90625,1201938.0,1038036.0,1365211.625,,False,True,
959,83061,,,,,2025,1427646.375,1407732.375,1242971.2,1221204.0,1038036.0,1407732.375,,False,True,
960,83061,,,,,2026,1427646.375,1427646.375,1273750.3958333333,1293207.8125,1038036.0,1427646.375,,False,True,
1581,83061,,,,,2027,1456377.875,1427646.375,1295735.5357142857,1365211.625,1038036.0,1427646.375,,False,True,
961,83069,235.0,2030627.0,7436.0,ificom-2020.xlsx,2020,1747460.0,,,,,,49.83497166156385,False,False,
962,83069,237.0,2117763.0,7902.0,ificom-2021.xlsx,2021,1872774.0,1747460.0,1747460.0,1747460.0,1747460.0,1747460.0,49.83497166156385,False,False,
963,83069,252.0,2163800.0,8255.0,ificom-2022.xlsx,2022,2080260.0,1872774.0,1810117.0,1810117.0,1747460.0,1872774.0,49.83497166156385,False,False,
964,83069,,,,,2023,2166546.75,2080260.0,1900164.6666666667,1872774.0,1747460.0,2080260.0,,False,True,
965,83069,,,,,2024,2189981.25,2166546.75,1966760.1875,1976517.0,1747460.0,2166546.75,,False,True,
966,83069,,,,,2025,2221049.5,2189981.25,2011404.4,2080260.0,1747460.0,2189981.25,,False,True,
967,83069,,,,,2026,2355660.25,2221049.5,2046345.25,2123403.375,1747460.0,2221049.5,,False,True,
1582,83069,,,,,2027,2293955.0,2355660.25,2090533.107142857,2166546.75,1747460.0,2355660.25,,False,True,
968,83118,302.0,2191693.0,9322.0,ificom-2020.xlsx,2020,2815244.0,,,,,,20.915549662944805,False,False,
969,83118,325.0,2178550.0,8901.0,ificom-2021.xlsx,2021,2892825.0,2815244.0,2815244.0,2815244.0,2815244.0,2815244.0,20.915549662944805,False,False,
970,83118,362.0,2146528.0,8610.0,ificom-2022.xlsx,2022,3116820.0,2892825.0,2854034.5,2854034.5,2815244.0,2892825.0,20.915549662944805,False,False,
971,83118,,,,,2023,3259627.25,3116820.0,2941629.6666666665,2892825.0,2815244.0,3116820.0,,False,True,
972,83118,,,,,2024,3356864.75,3259627.25,3021129.0625,3004822.5,2815244.0,3259627.25,,False,True,
973,83118,,,,,2025,3409440.0,3356864.75,3088276.2,3116820.0,2815244.0,3356864.75,,False,True,
974,83118,,,,,2026,3514306.0,3409440.0,3141803.5,3188223.625,2815244.0,3409440.0,,False,True,
1583,83118,,,,,2027,3503589.0,3514306.0,3195018.1428571427,3259627.25,2815244.0,3514306.0,,False,True,
975,83126,54.0,1966644.0,8045.999999999999,ificom-2020.xlsx,2020,434483.99999999994,,,,,,44.02024913865565,False,False,
976,83126,61.0,1858217.0,6738.0,ificom-2021.xlsx,2021,411018.0,434483.99999999994,434483.99999999994,434483.99999999994,434483.99999999994,434483.99999999994,44.02024913865565,False,False,
977,83126,64.0,1887283.0,6705.0,ificom-2022.xlsx,2022,429120.0,411018.0,422751.0,422751.0,411018.0,434483.99999999994,44.02024913865565,False,False,
978,83126,,,,,2023,515171.0,429120.0,424874.0,429120.0,411018.0,434483.99999999994,,False,True,
979,83126,,,,,2024,569051.875,515171.0,447448.25,431802.0,411018.0,515171.0,,False,True,
980,83126,,,,,2025,624229.375,569051.875,471768.975,434483.99999999994,411018.0,569051.875,,False,True,
981,83126,,,,,2026,640019.8125,624229.375,497179.0416666667,474827.5,411018.0,624229.375,,False,True,
1584,83126,,,,,2027,639918.75,640019.8125,517584.8660714286,515171.0,411018.0,640019.8125,,False,True,
982,83129,107.0,2097259.0,8164.999999999999,ificom-2020.xlsx,2020,873654.9999999999,,,,,,44.092593247848605,False,False,
983,83129,120.0,2086954.0,7992.0,ificom-2021.xlsx,2021,959040.0,873654.9999999999,873654.9999999999,873654.9999999999,873654.9999999999,873654.9999999999,44.092593247848605,False,False,
984,83129,137.0,2100343.0,8070.0,ificom-2022.xlsx,2022,1105590.0,959040.0,916347.5,916347.5,873654.9999999999,959040.0,44.092593247848605,False,False,
985,83129,,,,,2023,1189693.25,1105590.0,979428.3333333334,959040.0,873654.9999999999,1105590.0,,False,True,
986,83129,,,,,2024,1261211.25,1189693.25,1031994.5625,1032315.0,873654.9999999999,1189693.25,,False,True,
987,83129,,,,,2025,1315791.25,1261211.25,1077837.9,1105590.0,873654.9999999999,1261211.25,,False,True,
988,83129,,,,,2026,1364669.875,1315791.25,1117496.7916666667,1147641.625,873654.9999999999,1315791.25,,False,True,
1585,83129,,,,,2027,1387770.375,1364669.875,1152807.232142857,1189693.25,873654.9999999999,1364669.875,,False,True,
989,83137,241.0,2200455.0,9547.0,ificom-2020.xlsx,2020,2300827.0,,,,,,42.3989853579679,False,False,
990,83137,249.0,2165575.0,8717.0,ificom-2021.xlsx,2021,2170533.0,2300827.0,2300827.0,2300827.0,2300827.0,2300827.0,42.3989853579679,False,False,
991,83137,257.0,2208321.0,8917.0,ificom-2022.xlsx,2022,2291669.0,2170533.0,2235680.0,2235680.0,2170533.0,2300827.0,42.3989853579679,False,False,
992,83137,,,,,2023,2376096.5,2291669.0,2254343.0,2291669.0,2170533.0,2300827.0,,False,True,
993,83137,,,,,2024,2411441.0,2376096.5,2284781.375,2296248.0,2170533.0,2376096.5,,False,True,
994,83137,,,,,2025,2592358.75,2411441.0,2310113.3,2300827.0,2170533.0,2411441.0,,False,True,
995,83137,,,,,2026,2646733.25,2592358.75,2357154.2083333335,2338461.75,2170533.0,2592358.75,,False,True,
1586,83137,,,,,2027,2660171.25,2646733.25,2398522.6428571427,2376096.5,2170533.0,2646733.25,,False,True,
996,84007,94.0,2029763.0,7301.0,ificom-2020.xlsx,2020,686294.0,,,,,,62.157052576791806,False,False,
997,84007,97.0,1994180.0,7039.0,ificom-2021.xlsx,2021,682783.0,686294.0,686294.0,686294.0,686294.0,686294.0,62.157052576791806,False,False,
998,84007,100.0,2037645.0,7497.0,ificom-2022.xlsx,2022,749700.0,682783.0,684538.5,684538.5,682783.0,686294.0,62.157052576791806,False,False,
999,84007,,,,,2023,811042.0625,749700.0,706259.0,686294.0,682783.0,749700.0,,False,True,
1000,84007,,,,,2024,887700.125,811042.0625,732454.765625,717997.0,682783.0,811042.0625,,False,True,
1001,84007,,,,,2025,940868.5,887700.125,763503.8375,749700.0,682783.0,887700.125,,False,True,
1002,84007,,,,,2026,1009219.5,940868.5,793064.6145833334,780371.03125,682783.0,940868.5,,False,True,
1587,84007,,,,,2027,1009219.5,1009219.5,823943.8839285715,811042.0625,682783.0,1009219.5,,False,True,
1003,84031,53.0,2027157.0,7295.0,ificom-2021.xlsx,2021,386635.0,,,,,,69.61695236111356,False,False,
1004,84031,59.0,1954067.0,6840.0,ificom-2022.xlsx,2022,403560.0,386635.0,386635.0,386635.0,386635.0,386635.0,69.61695236111356,False,False,
1005,84031,,,,,2023,493719.125,403560.0,395097.5,395097.5,386635.0,403560.0,,False,True,
1006,84031,,,,,2024,555756.3125,493719.125,427971.375,403560.0,386635.0,493719.125,,False,True,
1007,84031,,,,,2025,620428.5,555756.3125,459917.609375,448639.5625,386635.0,555756.3125,,False,True,
1008,84031,,,,,2026,639918.75,620428.5,492019.7875,493719.125,386635.0,620428.5,,False,True,
1588,84031,,,,,2027,645518.5625,639918.75,516669.6145833333,524737.71875,386635.0,639918.75,,False,True,
1009,85047,54.0,2269019.0,10195.0,ificom-2022.xlsx,2022,550530.0,,,,,,74.64489602266455,False,False,
1010,85047,,,,,2023,646241.25,550530.0,550530.0,550530.0,550530.0,550530.0,,False,True,
1011,85047,,,,,2024,704694.0,646241.25,598385.625,598385.625,550530.0,646241.25,,False,True,
1012,85047,,,,,2025,750704.625,704694.0,633821.75,646241.25,550530.0,704694.0,,False,True,
1013,85047,,,,,2026,778057.875,750704.625,663042.46875,675467.625,550530.0,750704.625,,False,True,
1589,85047,,,,,2027,828098.5625,778057.875,686045.55,704694.0,550530.0,778057.875,,False,True,
1014,85194,131.0,2167100.0,9101.0,ificom-2020.xlsx,2020,1192231.0,,,,,,92.65088742499645,False,False,
1015,85194,151.0,2188586.0,9142.0,ificom-2021.xlsx,2021,1380442.0,1192231.0,1192231.0,1192231.0,1192231.0,1192231.0,92.65088742499645,False,False,
1016,85194,193.0,2118891.0,8533.0,ificom-2022.xlsx,2022,1646869.0,1380442.0,1286336.5,1286336.5,1192231.0,1380442.0,92.65088742499645,False,False,
1017,85194,,,,,2023,1642792.25,1646869.0,1406514.0,1380442.0,1192231.0,1646869.0,,False,True,
1018,85194,,,,,2024,1634285.0,1642792.25,1465583.5625,1511617.125,1192231.0,1646869.0,,False,True,
1019,85194,,,,,2025,1662757.5,1634285.0,1499323.85,1634285.0,1192231.0,1646869.0,,False,True,
1020,85194,,,,,2026,1682910.75,1662757.5,1526562.7916666667,1638538.625,1192231.0,1662757.5,,False,True,
1590,85194,,,,,2027,1682910.75,1682910.75,1548898.2142857143,1642792.25,1192231.0,1682910.75,,False,True,
1021,86194,88.0,2020657.0,7501.0,ificom-2020.xlsx,2020,660088.0,,,,,,131.4349121340325,False,False,
1022,86194,99.0,1987967.0,7268.0,ificom-2021.xlsx,2021,719532.0,660088.0,660088.0,660088.0,660088.0,660088.0,131.4349121340325,False,False,
1023,86194,103.0,2018790.0,7477.0,ificom-2022.xlsx,2022,770131.0,719532.0,689810.0,689810.0,660088.0,719532.0,131.4349121340325,False,False,
1024,86194,,,,,2023,856727.5625,770131.0,716583.6666666666,719532.0,660088.0,770131.0,,False,True,
1025,86194,,,,,2024,926937.125,856727.5625,751619.640625,744831.5,660088.0,856727.5625,,False,True,
1026,86194,,,,,2025,971685.25,926937.125,786683.1375,770131.0,660088.0,926937.125,,False,True,
1027,86194,,,,,2026,995288.0625,971685.25,817516.8229166666,813429.28125,660088.0,971685.25,,False,True,
1591,86194,,,,,2027,1014132.9375,995288.0625,842912.7142857143,856727.5625,660088.0,995288.0625,,False,True,
1028,87085,139.0,2287185.0,9998.0,ificom-2020.xlsx,2020,1389722.0,,,,,,154.4658729276027,False,False,
1029,87085,138.0,2373323.0,11236.0,ificom-2021.xlsx,2021,1550568.0,1389722.0,1389722.0,1389722.0,1389722.0,1389722.0,154.4658729276027,False,False,
1030,87085,149.0,2314909.0,10543.0,ificom-2022.xlsx,2022,1570907.0,1550568.0,1470145.0,1470145.0,1389722.0,1550568.0,154.4658729276027,False,False,
1031,87085,,,,,2023,1692249.375,1570907.0,1503732.3333333333,1550568.0,1389722.0,1570907.0,,False,True,
1032,87085,,,,,2024,1752460.5,1692249.375,1550861.59375,1560737.5,1389722.0,1692249.375,,False,True,
1033,87085,,,,,2025,1719717.875,1752460.5,1591181.375,1570907.0,1389722.0,1752460.5,,False,True,
1034,87085,,,,,2026,1708322.0,1719717.875,1612604.125,1631578.1875,1389722.0,1752460.5,,False,True,
1592,87085,,,,,2027,1728688.875,1708322.0,1626278.107142857,1692249.375,1389722.0,1752460.5,,False,True,
1035,91114,59.0,2148390.0,8575.0,ificom-2020.xlsx,2020,505925.0,,,,,,11.82443172375537,False,False,
1036,91114,59.0,2349602.0,11331.0,ificom-2021.xlsx,2021,668529.0,505925.0,505925.0,505925.0,505925.0,505925.0,11.82443172375537,False,False,
1037,91114,64.0,2234966.0,9753.0,ificom-2022.xlsx,2022,624192.0,668529.0,587227.0,587227.0,505925.0,668529.0,11.82443172375537,False,False,
1038,91114,,,,,2023,682234.5,624192.0,599548.6666666666,624192.0,505925.0,668529.0,,False,True,
1039,91114,,,,,2024,728271.0625,682234.5,620220.125,646360.5,505925.0,682234.5,,False,True,
1040,91114,,,,,2025,751598.125,728271.0625,641830.3125,668529.0,505925.0,728271.0625,,False,True,
1041,91114,,,,,2026,774362.8125,751598.125,660124.9479166666,675381.75,505925.0,751598.125,,False,True,
1593,91114,,,,,2027,816953.5,774362.8125,676444.6428571428,682234.5,505925.0,774362.8125,,False,True,
1042,91272,100.0,2064804.0,7524.0,ificom-2020.xlsx,2020,752400.0,,,,,,12.906862133801772,False,False,
1043,91272,105.0,2076096.0,7609.0,ificom-2021.xlsx,2021,798945.0,752400.0,752400.0,752400.0,752400.0,752400.0,12.906862133801772,False,False,
1044,91272,118.0,2132069.0,7918.0,ificom-2022.xlsx,2022,934324.0,798945.0,775672.5,775672.5,752400.0,798945.0,12.906862133801772,False,False,
1045,91272,,,,,2023,1026969.4375,934324.0,828556.3333333334,798945.0,752400.0,934324.0,,False,True,
1046,91272,,,,,2024,1054755.875,1026969.4375,878159.609375,866634.5,752400.0,1026969.4375,,False,True,
1047,91272,,,,,2025,1083379.375,1054755.875,913478.8625,934324.0,752400.0,1054755.875,,False,True,
1048,91272,,,,,2026,1167186.0,1083379.375,941795.6145833334,980646.71875,752400.0,1083379.375,,False,True,
1594,91272,,,,,2027,1261452.75,1167186.0,973994.2410714285,1026969.4375,752400.0,1167186.0,,False,True,
1049,91421,58.0,2314293.0,10561.0,ificom-2021.xlsx,2021,612538.0,,,,,,11.175499247777644,False,False,
1050,91421,62.0,2442476.0,11803.0,ificom-2022.xlsx,2022,731786.0,612538.0,612538.0,612538.0,612538.0,612538.0,11.175499247777644,False,False,
1051,91421,,,,,2023,791300.875,731786.0,672162.0,672162.0,612538.0,731786.0,,False,True,
1052,91421,,,,,2024,866070.1875,791300.875,711874.9583333334,731786.0,612538.0,791300.875,,False,True,
1053,91421,,,,,2025,926937.125,866070.1875,750423.765625,761543.4375,612538.0,866070.1875,,False,True,
1054,91421,,,,,2026,981790.4375,926937.125,785726.4375,791300.875,612538.0,926937.125,,False,True,
1595,91421,,,,,2027,998826.25,981790.4375,818403.7708333334,828685.53125,612538.0,981790.4375,,False,True,
1055,91477,55.0,3043483.0,11759.0,ificom-2020.xlsx,2020,646745.0,,,,,,8.549528849590299,False,False,
1056,91477,65.0,2930254.0,10310.0,ificom-2021.xlsx,2021,670150.0,646745.0,646745.0,646745.0,646745.0,646745.0,8.549528849590299,False,False,
1057,91477,76.0,2782407.0,9944.0,ificom-2022.xlsx,2022,755744.0,670150.0,658447.5,658447.5,646745.0,670150.0,8.549528849590299,False,False,
1058,91477,,,,,2023,793169.8125,755744.0,690879.6666666666,670150.0,646745.0,755744.0,,False,True,
1059,91477,,,,,2024,866070.1875,793169.8125,716452.203125,712947.0,646745.0,793169.8125,,False,True,
1060,91477,,,,,2025,926937.125,866070.1875,746375.8,755744.0,646745.0,866070.1875,,False,True,
1061,91477,,,,,2026,981790.4375,926937.125,776469.3541666666,774456.90625,646745.0,926937.125,,False,True,
1596,91477,,,,,2027,995288.0625,981790.4375,805800.9375,793169.8125,646745.0,981790.4375,,False,True,
1062,92002,257.0,2015587.0,7526.0,ificom-2020.xlsx,2020,1934182.0,,,,,,4.638534889466023,False,False,
1063,92002,289.0,2005014.0,7384.0,ificom-2021.xlsx,2021,2133976.0,1934182.0,1934182.0,1934182.0,1934182.0,1934182.0,4.638534889466023,False,False,
1064,92002,311.0,2033147.0,7612.0,ificom-2022.xlsx,2022,2367332.0,2133976.0,2034079.0,2034079.0,1934182.0,2133976.0,4.638534889466023,False,False,
1065,92002,,,,,2023,2317399.0,2367332.0,2145163.3333333335,2133976.0,1934182.0,2367332.0,,False,True,
1066,92002,,,,,2024,2271918.0,2317399.0,2188222.25,2225687.5,1934182.0,2367332.0,,False,True,
1067,92002,,,,,2025,2302665.25,2271918.0,2204961.4,2271918.0,1934182.0,2367332.0,,False,True,
1068,92002,,,,,2026,2267411.25,2302665.25,2221245.375,2287291.625,1934182.0,2367332.0,,False,True,
1597,92002,,,,,2027,2302665.25,2267411.25,2227840.5,2271918.0,1934182.0,2367332.0,,False,True,
1069,92004,331.0,2210552.0,8982.0,ificom-2020.xlsx,2020,2973042.0,,,,,,3.2321733949123193,False,False,
1070,92004,347.0,2237275.0,8847.0,ificom-2021.xlsx,2021,3069909.0,2973042.0,2973042.0,2973042.0,2973042.0,2973042.0,3.2321733949123193,False,False,
